.Archetype.,Archetype,metrics,value,data_type
Diagnostic Physical Therapy,Archetype 1,Mean Frequency,1.36,Procedure
Diagnostic Physical Therapy,Archetype 1,Median Frequency,1.0,Procedure
Diagnostic Physical Therapy,Archetype 1,Frequency per Quarter,0.03,Procedure
Diagnostic Physical Therapy,Archetype 1,Frequency per Month,0.02,Procedure
Diagnostic Physical Therapy,Archetype 2,Prevalence,0.208,Procedure
Diagnostic Physical Therapy,Archetype 2,Mean Frequency,1.76,Procedure
Diagnostic Physical Therapy,Archetype 2,Median Frequency,1.0,Procedure
Diagnostic Physical Therapy,Archetype 2,Frequency per Quarter,0.04,Procedure
Diagnostic Physical Therapy,Archetype 2,Frequency per Month,0.01,Procedure
Diagnostic Physical Therapy,Archetype 3,Prevalence,0.215,Procedure
Diagnostic Physical Therapy,Archetype 3,Mean Frequency,1.74,Procedure
Diagnostic Physical Therapy,Archetype 3,Median Frequency,1.0,Procedure
Diagnostic Physical Therapy,Archetype 3,Frequency per Quarter,0.03,Procedure
Diagnostic Physical Therapy,Archetype 3,Frequency per Month,0.01,Procedure
Diagnostic Physical Therapy,Archetype 4,Prevalence,0.47,Procedure
Diagnostic Physical Therapy,Archetype 4,Mean Frequency,2.53,Procedure
Diagnostic Physical Therapy,Archetype 4,Median Frequency,2.0,Procedure
Diagnostic Physical Therapy,Archetype 4,Frequency per Quarter,0.08,Procedure
Diagnostic Physical Therapy,Archetype 4,Frequency per Month,0.03,Procedure
Diagnostic Physical Therapy,Overall,Prevalence,0.163,Procedure
Diagnostic Physical Therapy,Overall,Mean Frequency,1.84,Procedure
Diagnostic Physical Therapy,Overall,Median Frequency,1.0,Procedure
Diagnostic Physical Therapy,Overall,Frequency per Quarter,0.04,Procedure
Diagnostic Physical Therapy,Overall,Frequency per Month,0.01,Procedure
Diagnostic Physical Therapy,Standard Deviation,Mean Frequency,0.43,Procedure
Diagnostic Physical Therapy,Standard Deviation,Median Frequency,0.45,Procedure
Diagnostic Physical Therapy,Standard Deviation,Frequency per Quarter,0.02,Procedure
Diagnostic Physical Therapy,Standard Deviation,Frequency per Month,0.01,Procedure
Excision Of Skin Lesion,Archetype 1,Prevalence,0.05,Procedure
Excision Of Skin Lesion,Archetype 1,Mean Frequency,1.63,Procedure
Excision Of Skin Lesion,Archetype 1,Median Frequency,1.0,Procedure
Excision Of Skin Lesion,Archetype 1,Frequency per Quarter,0.01,Procedure
Excision Of Skin Lesion,Archetype 1,Frequency per Month,0.0,Procedure
Excision Of Skin Lesion,Archetype 2,Prevalence,0.152,Procedure
Excision Of Skin Lesion,Archetype 2,Mean Frequency,2.73,Procedure
Excision Of Skin Lesion,Archetype 2,Median Frequency,2.0,Procedure
Excision Of Skin Lesion,Archetype 2,Frequency per Quarter,0.04,Procedure
Excision Of Skin Lesion,Archetype 2,Frequency per Month,0.01,Procedure
Excision Of Skin Lesion,Archetype 3,Prevalence,0.177,Procedure
Excision Of Skin Lesion,Archetype 3,Mean Frequency,2.72,Procedure
Excision Of Skin Lesion,Archetype 3,Median Frequency,2.0,Procedure
Excision Of Skin Lesion,Archetype 3,Frequency per Quarter,0.03,Procedure
Excision Of Skin Lesion,Archetype 3,Frequency per Month,0.01,Procedure
Excision Of Skin Lesion,Archetype 4,Prevalence,0.282,Procedure
Excision Of Skin Lesion,Archetype 4,Mean Frequency,3.37,Procedure
Excision Of Skin Lesion,Archetype 4,Median Frequency,2.0,Procedure
Excision Of Skin Lesion,Archetype 4,Frequency per Quarter,0.06,Procedure
Excision Of Skin Lesion,Archetype 4,Frequency per Month,0.02,Procedure
Excision Of Skin Lesion,Overall,Prevalence,0.117,Procedure
Excision Of Skin Lesion,Overall,Mean Frequency,2.61,Procedure
Excision Of Skin Lesion,Overall,Median Frequency,1.0,Procedure
Excision Of Skin Lesion,Overall,Frequency per Quarter,0.03,Procedure
Excision Of Skin Lesion,Overall,Frequency per Month,0.01,Procedure
Excision Of Skin Lesion,Standard Deviation,Mean Frequency,0.63,Procedure
Excision Of Skin Lesion,Standard Deviation,Median Frequency,0.55,Procedure
Excision Of Skin Lesion,Standard Deviation,Frequency per Quarter,0.02,Procedure
Excision Of Skin Lesion,Standard Deviation,Frequency per Month,0.01,Procedure
Imaging Test,Archetype 1,Prevalence,0.738,Procedure
Imaging Test,Archetype 1,Mean Frequency,3.41,Procedure
Imaging Test,Archetype 1,Median Frequency,2.0,Procedure
Imaging Test,Archetype 1,Frequency per Quarter,0.66,Procedure
Imaging Test,Archetype 1,Frequency per Month,0.35,Procedure
Imaging Test,Archetype 2,Prevalence,0.938,Procedure
Imaging Test,Archetype 2,Mean Frequency,8.31,Procedure
Imaging Test,Archetype 2,Median Frequency,7.0,Procedure
Imaging Test,Archetype 2,Frequency per Quarter,0.87,Procedure
Imaging Test,Archetype 2,Frequency per Month,0.29,Procedure
Imaging Test,Archetype 3,Prevalence,0.957,Procedure
Imaging Test,Archetype 3,Mean Frequency,8.82,Procedure
Imaging Test,Archetype 3,Median Frequency,7.0,Procedure
Imaging Test,Archetype 3,Frequency per Quarter,0.56,Procedure
Imaging Test,Archetype 3,Frequency per Month,0.19,Procedure
Imaging Test,Archetype 4,Prevalence,0.997,Procedure
Imaging Test,Archetype 4,Mean Frequency,23.52,Procedure
Imaging Test,Archetype 4,Median Frequency,21.0,Procedure
Imaging Test,Archetype 4,Frequency per Quarter,1.55,Procedure
Imaging Test,Archetype 4,Frequency per Month,0.52,Procedure
Imaging Test,Overall,Prevalence,0.849,Procedure
Imaging Test,Overall,Mean Frequency,7.69,Procedure
Imaging Test,Overall,Median Frequency,5.0,Procedure
Imaging Test,Overall,Frequency per Quarter,0.75,Procedure
Imaging Test,Overall,Frequency per Month,0.31,Procedure
Imaging Test,Standard Deviation,Mean Frequency,7.67,Procedure
Imaging Test,Standard Deviation,Median Frequency,7.33,Procedure
Imaging Test,Standard Deviation,Frequency per Quarter,0.39,Procedure
Imaging Test,Standard Deviation,Frequency per Month,0.12,Procedure
Mammography,Archetype 1,Prevalence,0.06,Procedure
Mammography,Archetype 1,Mean Frequency,1.57,Procedure
Mammography,Archetype 1,Median Frequency,1.0,Procedure
Mammography,Archetype 1,Frequency per Quarter,0.01,Procedure
Mammography,Archetype 1,Frequency per Month,0.01,Procedure
Mammography,Archetype 2,Prevalence,0.18,Procedure
Mammography,Archetype 2,Mean Frequency,1.7,Procedure
Mammography,Archetype 2,Median Frequency,1.0,Procedure
Mammography,Archetype 2,Frequency per Quarter,0.03,Procedure
Mammography,Archetype 2,Frequency per Month,0.01,Procedure
Mammography,Archetype 3,Prevalence,0.22,Procedure
Mammography,Archetype 3,Mean Frequency,2.14,Procedure
Mammography,Archetype 3,Median Frequency,2.0,Procedure
Mammography,Archetype 3,Frequency per Quarter,0.03,Procedure
Mammography,Archetype 3,Frequency per Month,0.01,Procedure
Mammography,Archetype 4,Prevalence,0.343,Procedure
Mammography,Archetype 4,Mean Frequency,2.3,Procedure
Mammography,Archetype 4,Median Frequency,2.0,Procedure
Mammography,Archetype 4,Frequency per Quarter,0.05,Procedure
Mammography,Archetype 4,Frequency per Month,0.02,Procedure
Mammography,Overall,Prevalence,0.143,Procedure
Mammography,Overall,Mean Frequency,1.94,Procedure
Mammography,Overall,Median Frequency,2.0,Procedure
Mammography,Overall,Frequency per Quarter,0.02,Procedure
Mammography,Overall,Frequency per Month,0.01,Procedure
Mammography,Standard Deviation,Mean Frequency,0.3,Procedure
Mammography,Standard Deviation,Median Frequency,0.55,Procedure
Mammography,Standard Deviation,Frequency per Quarter,0.01,Procedure
Mammography,Standard Deviation,Frequency per Month,0.0,Procedure
Nonoperative Urinary System Measurements,Archetype 1,Prevalence,0.155,Procedure
Nonoperative Urinary System Measurements,Archetype 1,Mean Frequency,1.62,Procedure
Nonoperative Urinary System Measurements,Archetype 1,Median Frequency,1.0,Procedure
Nonoperative Urinary System Measurements,Archetype 1,Frequency per Quarter,0.06,Procedure
Nonoperative Urinary System Measurements,Archetype 1,Frequency per Month,0.03,Procedure
Nonoperative Urinary System Measurements,Archetype 2,Prevalence,0.345,Procedure
Nonoperative Urinary System Measurements,Archetype 2,Mean Frequency,2.3,Procedure
Nonoperative Urinary System Measurements,Archetype 2,Median Frequency,1.0,Procedure
Nonoperative Urinary System Measurements,Archetype 2,Frequency per Quarter,0.09,Procedure
Nonoperative Urinary System Measurements,Archetype 2,Frequency per Month,0.03,Procedure
Nonoperative Urinary System Measurements,Archetype 3,Prevalence,0.389,Procedure
Nonoperative Urinary System Measurements,Archetype 3,Mean Frequency,2.54,Procedure
Nonoperative Urinary System Measurements,Archetype 3,Median Frequency,2.0,Procedure
Nonoperative Urinary System Measurements,Archetype 3,Frequency per Quarter,0.07,Procedure
Nonoperative Urinary System Measurements,Archetype 3,Frequency per Month,0.02,Procedure
Nonoperative Urinary System Measurements,Archetype 4,Prevalence,0.625,Procedure
Nonoperative Urinary System Measurements,Archetype 4,Mean Frequency,3.98,Procedure
Nonoperative Urinary System Measurements,Archetype 4,Median Frequency,3.0,Procedure
Nonoperative Urinary System Measurements,Archetype 4,Frequency per Quarter,0.16,Procedure
Nonoperative Urinary System Measurements,Archetype 4,Frequency per Month,0.05,Procedure
Nonoperative Urinary System Measurements,Overall,Prevalence,0.283,Procedure
Nonoperative Urinary System Measurements,Overall,Mean Frequency,2.47,Procedure
Nonoperative Urinary System Measurements,Overall,Median Frequency,2.0,Procedure
Nonoperative Urinary System Measurements,Overall,Frequency per Quarter,0.07,Procedure
Nonoperative Urinary System Measurements,Overall,Frequency per Month,0.03,Procedure
Nonoperative Urinary System Measurements,Standard Deviation,Mean Frequency,0.86,Procedure
Nonoperative Urinary System Measurements,Standard Deviation,Median Frequency,0.84,Procedure
Nonoperative Urinary System Measurements,Standard Deviation,Frequency per Quarter,0.04,Procedure
Nonoperative Urinary System Measurements,Standard Deviation,Frequency per Month,0.01,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 1,Prevalence,0.036,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 1,Mean Frequency,1.5,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 1,Median Frequency,1.0,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 1,Frequency per Quarter,0.0,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 1,Frequency per Month,0.0,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 2,Prevalence,0.129,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 2,Mean Frequency,2.7,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 2,Median Frequency,1.0,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 2,Frequency per Quarter,0.03,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 2,Frequency per Month,0.01,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 3,Prevalence,0.142,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 3,Mean Frequency,2.04,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 3,Median Frequency,1.0,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 3,Frequency per Quarter,0.02,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 3,Frequency per Month,0.01,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 4,Prevalence,0.32,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 4,Mean Frequency,3.96,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 4,Median Frequency,2.0,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 4,Frequency per Quarter,0.08,Procedure
Other Or Lower Gi Therapeutic Procedures,Archetype 4,Frequency per Month,0.03,Procedure
Other Or Lower Gi Therapeutic Procedures,Overall,Prevalence,0.101,Procedure
Other Or Lower Gi Therapeutic Procedures,Overall,Mean Frequency,2.58,Procedure
Other Or Lower Gi Therapeutic Procedures,Overall,Median Frequency,1.0,Procedure
Other Or Lower Gi Therapeutic Procedures,Overall,Frequency per Quarter,0.02,Procedure
Other Or Lower Gi Therapeutic Procedures,Overall,Frequency per Month,0.01,Procedure
Other Or Lower Gi Therapeutic Procedures,Standard Deviation,Mean Frequency,0.92,Procedure
Other Or Lower Gi Therapeutic Procedures,Standard Deviation,Median Frequency,0.45,Procedure
Other Or Lower Gi Therapeutic Procedures,Standard Deviation,Frequency per Quarter,0.03,Procedure
Other Or Lower Gi Therapeutic Procedures,Standard Deviation,Frequency per Month,0.01,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 1,Prevalence,0.151,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 1,Mean Frequency,1.95,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 1,Median Frequency,1.0,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 1,Frequency per Quarter,0.02,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 1,Frequency per Month,0.01,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 2,Prevalence,0.275,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 2,Mean Frequency,3.99,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 2,Median Frequency,3.0,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 2,Frequency per Quarter,0.08,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 2,Frequency per Month,0.03,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 3,Prevalence,0.328,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 3,Mean Frequency,2.57,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 3,Median Frequency,2.0,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 3,Frequency per Quarter,0.06,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 3,Frequency per Month,0.02,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 4,Prevalence,0.244,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 4,Mean Frequency,4.25,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 4,Median Frequency,2.0,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 4,Frequency per Quarter,0.07,Procedure
Other Or Procedures On Vessels Of Head And Neck,Archetype 4,Frequency per Month,0.02,Procedure
Other Or Procedures On Vessels Of Head And Neck,Overall,Prevalence,0.224,Procedure
Other Or Procedures On Vessels Of Head And Neck,Overall,Mean Frequency,2.85,Procedure
Other Or Procedures On Vessels Of Head And Neck,Overall,Median Frequency,2.0,Procedure
Other Or Procedures On Vessels Of Head And Neck,Overall,Frequency per Quarter,0.05,Procedure
Other Or Procedures On Vessels Of Head And Neck,Overall,Frequency per Month,0.02,Procedure
Other Or Procedures On Vessels Of Head And Neck,Standard Deviation,Mean Frequency,0.97,Procedure
Other Or Procedures On Vessels Of Head And Neck,Standard Deviation,Median Frequency,0.71,Procedure
Other Or Procedures On Vessels Of Head And Neck,Standard Deviation,Frequency per Quarter,0.02,Procedure
Other Or Procedures On Vessels Of Head And Neck,Standard Deviation,Frequency per Month,0.01,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 1,Prevalence,0.062,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 1,Mean Frequency,1.57,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 1,Median Frequency,1.0,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 1,Frequency per Quarter,0.01,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 1,Frequency per Month,0.0,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 2,Prevalence,0.207,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 2,Mean Frequency,2.48,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 2,Median Frequency,2.0,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 2,Frequency per Quarter,0.04,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 2,Frequency per Month,0.01,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 3,Prevalence,0.217,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 3,Mean Frequency,2.01,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 3,Median Frequency,1.0,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 3,Frequency per Quarter,0.03,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 3,Frequency per Month,0.01,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 4,Prevalence,0.483,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 4,Mean Frequency,3.94,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 4,Median Frequency,2.0,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 4,Frequency per Quarter,0.12,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Archetype 4,Frequency per Month,0.04,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Overall,Prevalence,0.159,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Overall,Mean Frequency,2.49,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Overall,Median Frequency,1.0,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Overall,Frequency per Quarter,0.03,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Overall,Frequency per Month,0.01,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Standard Deviation,Mean Frequency,0.89,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Standard Deviation,Median Frequency,0.55,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Standard Deviation,Frequency per Quarter,0.04,Procedure
Other Or Therapeutic Procedures Of Urinary Tract,Standard Deviation,Frequency per Month,0.02,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 1,Prevalence,0.072,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 1,Mean Frequency,1.74,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 1,Median Frequency,1.0,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 1,Frequency per Quarter,0.01,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 1,Frequency per Month,0.0,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 2,Prevalence,0.248,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 2,Mean Frequency,2.84,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 2,Median Frequency,2.0,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 2,Frequency per Quarter,0.05,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 2,Frequency per Month,0.02,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 3,Prevalence,0.281,Procedure
Other Or Therapeutic Procedures On Bone,Archetype 3,Mean Frequency,2.0,Procedure
